id,name,description,latitude,longitude,province,location,tags
1450,Goru Chok,"A local gathering place or square in a village or town, known for its central location and social importance. Goru Chok serves as a meeting point for locals and is often used for community events, markets, and social activities. It is a lively area where people come together to interact, exchange goods, and participate in cultural events. The place is also a hub for communication, where important announcements and news are shared. Goru Chok is often surrounded by shops, food vendors, and public spaces.",27.5816863,84.5048243,Bagmati Province,Ratnanagar,"historic_site,cultural hub,social landmark"
1451,Gosaikunda Lake,"A sacred alpine lake located in the Langtang National Park, considered one of the holiest sites in Nepal. Gosaikunda Lake is a popular pilgrimage destination for Hindus, who visit it during the Gosaikunda Mela festival to worship Lord Shiva. The lake is situated at an altitude of 4,380 meters and offers stunning views of the surrounding peaks. Gosaikunda is also a trekking destination, with the Gosaikunda Trek being a popular route that attracts trekkers who enjoy the natural beauty of the area and the challenge of high-altitude hiking.",28.08331253,85.41060107,Bagmati Province,Langtang National Park,"lake,pilgrimage site,natural beauty"
1452,Gosainkunda Trek,"A popular trekking route in Nepal that takes hikers to the sacred Gosaikunda Lake in the Langtang National Park. The trek is known for its stunning views of the Langtang and Ganesh Himal mountain ranges, as well as its beautiful forests and alpine meadows. The Gosainkunda Trek is a relatively challenging trek due to the high altitude, but it offers trekkers a chance to experience both natural beauty and cultural diversity, as the route passes through remote villages inhabited by Tamang and Sherpa communities.",28.0851756,85.4139412,Bagmati Province,Langtang National Park,"trekking,natural beauty,cultural experience"
1453,Gosaithan Picnic Spot,"A scenic picnic spot located near the Gosaithan area, known for its natural beauty and tranquil environment. The site is perfect for day trips, offering a peaceful retreat where families and groups of friends can relax, have a picnic, and enjoy the surrounding nature. The area is surrounded by greenery, with scenic views of the nearby hills and rivers, making it an ideal place for outdoor activities like nature walks and photography. Gosaithan Picnic Spot is a popular destination for locals seeking a peaceful escape.",27.6336637,85.5417262,Bagmati Province,Banepa,"picnic,natural beauty,recreational spot"
1454,Gothatar Water Fun Park,"A water park located in the Gothatar region, providing a variety of water-based attractions for families and visitors. The park features water slides, wave pools, lazy rivers, and other fun activities that are perfect for a day out with family or friends. Gothatar Water Fun Park is known for its clean and well-maintained facilities, offering a safe environment for visitors to enjoy. It is a popular weekend destination for both locals and tourists looking for a fun and refreshing experience.",27.712572,85.3748474,Bagmati Province,Kageshwori Manohara Municipality,"amusement_park,recreational spot,family-friendly destination"
1455,Gothechaur Devi Temple,"A Hindu temple dedicated to the goddess Devi, located in the Gothechaur area. The temple is an important religious site for the local community, where people come to pray and perform rituals. The temple is known for its peaceful setting amidst natural beauty, with a tranquil environment that attracts devotees and visitors alike. Gothechaur Devi Temple holds cultural and spiritual significance, particularly during festivals and religious events.",28.2240821,82.8197188,Sudurpashchim Province,Sairapa,"hindu_temple,religious site,cultural significance"
1456,Gothikada,"A picturesque village or locality known for its serene surroundings and traditional rural lifestyle. Gothikada offers visitors a chance to experience the authentic rural culture of Nepal, with its fields, traditional homes, and agricultural activities. The area is surrounded by natural beauty, including forests and hills, making it a great location for nature walks, photography, and rural tourism. Gothikada is a peaceful retreat for those looking to connect with nature and experience Nepali village life.",28.634212,81.5843322,Sudurpashchim Province,Gadai Wayalakaanda,"picnic,village life,rural tourism"
1457,Gothmare Village,"A remote village in the Khumel region of Rolpa, known for its rural charm and mountainous landscapes. Gothmare offers a quiet, off-the-beaten-path destination for trekkers and nature lovers who wish to explore the beauty of Nepal’s rural areas. The village is surrounded by forests, rivers, and terraced fields, offering stunning views and opportunities for eco-tourism. Gothmare is a great location for hiking, cultural exploration, and experiencing the simple lifestyle of rural Nepal.",28.2813664,82.6817565,Lumbini Province,Khumel Rolpa,"village life,natural beauty,hiking destination"
1458,Gothpani Spring,"A natural spring or water source located in a peaceful area, often used by locals for drinking water and daily needs. Gothpani is known for its clean, fresh water and its serene setting, surrounded by nature. The area is often visited by trekkers and locals alike, who stop to rest and enjoy the refreshing water. It is also a good place for those looking to connect with nature and experience the quiet beauty of the countryside. Gothpani is a popular spot for short breaks during hikes or trekking routes.",27.4469769,85.8910345,Lumbini Province,Rakathum,"natural spring,hiking destination,natural beauty"
1459,Gotihawa Stupa & Pillar Site,"A significant archaeological and historical site in the Gotihawa region, featuring a Buddhist stupa and ancient pillars. The Gotihawa Stupa is believed to be one of the earliest Buddhist sites in Nepal and is associated with the ancient Lumbini region. The site is important for both religious and historical reasons, offering insight into Nepal's Buddhist heritage. Visitors can explore the stupa and the surrounding area, which also features inscriptions and other relics from ancient times.",27.5221583,83.0180941,Lumbini Province,Kapilvastu District,"historic_site,buddhist heritage,cultural significance"
1461,Grace Community Church,"A Christian church that serves as a center for worship, community service, and spiritual growth. Grace Community Church is known for its welcoming atmosphere and strong involvement in local outreach programs, helping those in need. The church hosts regular services, Bible studies, and community events aimed at fostering spiritual development and connection. It also serves as a space for fellowship,",27.6661355,84.1186247,Lumbini Province,Kawasoti-5,"church,religious hub,charity work"
1462,Grace Joshua Nissi Church Panchkhal,"A Christian church located in Panchkhal, a peaceful town known for its spiritual gatherings and community outreach. Grace Joshua Nissi Church is a hub for worship, prayer, and religious activities, serving the local Christian community. The church hosts services, Bible studies, and social programs, aiming to foster a strong community spirit. It is named for its connection to both biblical traditions and local culture, offering a space for spiritual growth and fellowship.",27.6425164,85.6231956,Bagmati Province,Panchkhal Municipality,"church,religious hub,charity work"
1463,Gramin Mahila Tatha Bal Bikash Center,"A community center dedicated to the empowerment of women and children in rural Nepal. The center focuses on promoting education, health, and social welfare for disadvantaged groups. It offers various programs, including skill development workshops for women, educational support for children, and awareness campaigns on women's rights and child protection. The center plays a vital role in improving the lives of marginalized communities and advocating for gender equality.",28.6346059,81.1267089,Sudurpashchim Province,Lamakai Chauhaa,"community center,social service,charity work"
1464,Gramthan-Rangeli Suspension Bridge,"A suspension bridge located between Gramthan and Rangeli, known for its sturdy construction and picturesque views. The bridge spans a river or valley, offering travelers a unique perspective of the surrounding landscape. It is an important transportation link for the local community, facilitating movement between villages and towns. The bridge is also a popular spot for tourists, offering a thrilling experience as they walk across while enjoying the natural beauty of the area.",26.5366261,87.4043251,Madhesh Province,Motipur Village,"tourist_attraction,hiking destination,natural beauty"
1465,Great Machhapuchhre Trail (GMT),"A trekking route in Nepal that takes adventurers through the picturesque landscapes of the Annapurna region, leading to views of the iconic Machhapuchhre (Fishtail) Mountain. The trail is known for its breathtaking vistas, diverse ecosystems, and cultural experiences with local communities. It offers a less crowded alternative to other famous trekking routes, providing trekkers with a peaceful, immersive experience in nature and Nepalese culture. The GMT is a popular choice for those looking to explore the beauty of the Himalayas.",28.3858664,83.9342916,Gandaki Province,Annapurna Region,"trekking,natural beauty,cultural experience"
1466,Green Park Karunyahi,"A public park located in Kalyanpur Siraha, known for its green spaces, recreational areas, and family-friendly environment. The park features walking paths, gardens, and playgrounds, making it a popular spot for locals and visitors to relax, exercise, and spend quality time with family. It also serves as a venue for community events, festivals, and picnics, offering a peaceful atmosphere amidst nature. Green Park Karunyahi is a great place for relaxation and outdoor activities.",26.7579976,86.2137723,Madhesh Province,Kalyanpur Siraha District,"park,recreational spot,family-friendly destination."
1467,Green Forest Gorkha,"A dense and lush forest area located in Gorkha, known for its rich biodiversity and serene beauty. The forest is home to various species of flora and fauna, making it a popular spot for nature lovers and wildlife enthusiasts. It provides opportunities for hiking, bird watching, and photography, offering visitors a chance to connect with nature. The forest is also important for the local ecosystem and is part of efforts to promote eco-tourism in the Gorkha region.",27.9576839,84.642836,Gandaki Province,Gorkha,"hike,natural beauty,biodiversity hotspot"
1468,Gufadada,"A remote village or locality in Nepal, known for its rural charm and peaceful environment. Gufadada is surrounded by scenic landscapes, including forests, hills, and rivers, making it an ideal spot for trekking, nature walks, and eco-tourism. The village offers a glimpse into traditional Nepali rural life, with agricultural activities and simple living. It is a perfect destination for travelers seeking an off-the-beaten-path experience and those interested in exploring rural Nepal.",27.8393104,85.62647,Bagmati Province,Melamchi Municipality,"tourist_attraction,natural beauty,rural tourism"
1469,Gugauli,"A rural village located in the Gugauli region, known for its agricultural landscape and traditional lifestyle. The area is surrounded by lush fields, rivers, and hills, offering a peaceful and picturesque setting. Gugauli is a great place for those interested in rural tourism, where visitors can explore local culture, participate in farming activities, and experience the authentic lifestyle of Nepalese villagers. The region also offers hiking opportunities and scenic views of the surrounding nature.",27.5517986,83.0468775,Gandaki Province,Bijaynagar Rural Municipality,"hindu_temple,rural tourism,cultural experience"
1470,Guhyeshwari Shaktipeeth Temple,"A sacred Hindu temple dedicated to the goddess Guhyeshwari, one of the important Shaktipeeths in Nepal. Located near Kathmandu, the temple is an important pilgrimage site for Hindus, particularly for those seeking blessings from the goddess. The temple is known for its serene atmosphere and beautiful surroundings, making it a peaceful place for meditation and spiritual reflection. It is particularly visited during festivals and auspicious days, attracting devotees from all over Nepal.",27.7113193,85.35339324,Bagmati Province,Kathmandu,"hindu_temple,pilgrimage site,cultural significance"
1471,Guide of Nepal | Hiking Guide,"A professional hiking and trekking guide service that offers assistance to travelers exploring Nepal’s mountains, trekking routes, and natural landscapes. These guides are experienced and knowledgeable, providing valuable insights into the local culture, flora, fauna, and geography. They assist in planning treks, ensuring safety, and offering support throughout the journey. Guide of Nepal is a trusted resource for anyone looking to explore Nepal’s famous trekking destinations like Everest, Annapurna, and Langtang regions.",27.7137475,85.3083166,Bagmati Province,Kathmandu,"trekking service,tourism agency,cultural tours"
1472,Guita Open Garden,"A public garden located in a serene area, known for its beautifully landscaped grounds and open spaces. Guita Open Garden offers visitors a peaceful environment to relax, enjoy nature, and take leisurely strolls. The garden is also a popular spot for picnics and small gatherings, with plenty of seating areas and lush greenery. It is an excellent location for photography, outdoor activities, and experiencing local flora in a tranquil setting.",27.6715494,85.3335605,Bagmati Province,Lalitpur,"park,recreational spot,natural beauty"
1473,Gujara Fun Park (Rautaha),"A fun-filled amusement park located in Rautaha, offering various rides, games, and attractions for children and adults. The park is known for its family-friendly atmosphere, with attractions ranging from roller coasters to water slides, making it a popular weekend destination. Gujara Fun Park also hosts seasonal events, cultural performances, and celebrations, creating a lively environment for visitors. It is a great place for families to spend quality time together.",27.0844219,85.2606406,Madhesh Province,Ramgapaura,"amusement_park,recreational spot,family-friendly destination"
1474,Gulariya Bardiya,"A town in the Bardiya District, known for its natural beauty, historical landmarks, and proximity to Bardiya National Park. Gulariya is a gateway for wildlife enthusiasts and eco-tourists visiting the national park, which is famous for its population of Bengal tigers, rhinoceroses, and various species of birds. The town is also a cultural hub with local markets, traditional architecture, and a vibrant community. Gulariya is ideal for those looking to explore rural Nepal, wildlife, and nature.",28.2061118,81.3358883,Lumbini Province,Gulariya,"monument,natural beauty,wildlife tourism"
1475,Gulmi,"A hilly district in Nepal known for its natural beauty, agricultural lands, and cultural diversity. Gulmi is characterized by its terraced fields, forests, and mountain views, offering ample opportunities for trekking, hiking, and eco-tourism. The district is also known for its traditional villages and vibrant local culture, with ethnic communities such as the Magar and Brahmin. Gulmi is a popular destination for rural tourism, providing visitors with a chance to experience authentic Nepali rural life.",28.1336692,83.1380955,Lumbini Province,Dhaurakot,"tourist_attraction,natural beauty,rural tourism"
1476,Gulmi Region,"A region in Nepal known for its picturesque landscapes, traditional villages, and agricultural practices. Gulmi is a popular destination for trekkers and nature lovers, offering breathtaking views of the Himalayas and surrounding hills. The area is also rich in cultural heritage, with local festivals, rituals, and traditional architecture. Visitors can explore local markets, engage with the community, and enjoy outdoor activities in a serene, rural setting.",28.088934,83.2934086,Lumbini Province,Madane-2,"park,natural beauty,cultural heritage"
1477,Gulmi Birbas,"A village located in the Gulmi region, known for its agricultural activities and scenic beauty. The area is surrounded by rolling hills, terraced fields, and rivers, providing a peaceful environment for visitors seeking a rural experience. Birbas is a great place for eco-tourism, offering hiking trails, opportunities for photography, and a chance to experience the traditional lifestyle of rural Nepali communities.",28.0144918,83.320149,Lumbini Province,Birbas Village,"museum,rural life,cultural heritage"
1478,Gulmi Kabre,"A village in the Gulmi district, known for its rural charm and traditional Nepali lifestyle. Kabre is a peaceful location with stunning natural beauty, including terraced fields, rivers, and forests. Visitors can explore the area on foot, enjoying nature walks and interacting with the local community. Kabre is ideal for those looking to experience rural life and appreciate the agricultural practices of Nepal's hilly regions.",27.9983411,83.3640126,Koshi Province,Kabre Village,"tourist_attraction,natural beauty,rural tourism"
1479,Gulmi Musikot,"A town in the Gulmi district, known for its beautiful surroundings, agricultural lands, and traditional architecture. Musikot is an emerging tourist destination, attracting visitors with its scenic mountain views and cultural landmarks. The area is perfect for trekking, nature walks, and experiencing the local lifestyle. Musikot offers a glimpse into the rural life of Nepal, with a chance to explore local markets, engage with villagers, and enjoy the natural beauty of the region.",28.1754191,83.2646943,Karnali Province,Musikot Town,"picnic,natural beauty,cultural experience"
1480,Gulmidarbar Rural Municipality,"A rural municipality in the Gulmi district, known for its agricultural activities, local governance, and community development projects. Gulmidarbar is a peaceful area, with scenic views of the surrounding hills and valleys. The municipality works on improving the quality of life for its residents through education, healthcare, and infrastructure development. It is an ideal place for eco-tourism, where visitors can explore traditional villages, participate in farming activities, and enjoy the natural beauty of the region.",28.0437097,83.2948893,Gandaki Province,Gaudakot Village,"picnic,rural tourism,natural beauty"
1481,Gulshan East Madina Masjid,"A mosque located in the Gulshan East area, known for its architectural beauty and importance as a place of worship for the local Muslim community. The mosque is often visited by worshippers for daily prayers and special religious events. It is a peaceful place of reflection and prayer, with a welcoming environment for both locals and visitors. The mosque also plays a role in community outreach and social welfare programs.",27.1798724,85.1805417,Koshi Province,Shanti Tole Road,"mosque,religious site,charity work"
1482,Gumba - Ganga Jamuna View Point,"A scenic viewpoint located near Gumba, offering stunning views of the Ganga Jamuna waterfalls and surrounding landscapes. The viewpoint provides a perfect spot for photography, nature walks, and relaxation, with panoramic vistas of the valley and hills.",28.1053324,84.9062816,Karnali Province,Manabu Village,"hike,natural beauty,tourist attraction"
1483,Gumba - The Last Village Of Bajura,"A remote village located in Bajura District, known for its isolation and traditional way of life. Gumba is called the ""Last Village"" of Bajura because of its position in the rugged, remote northern part of the district. The village offers a glimpse into the unique cultural practices of the local people, primarily from the Tibetan Buddhist and Hindu communities. It is a challenging trekking destination, making it ideal for those seeking off-the-beaten-path adventures.",29.65,81.683333,Karnali Province,Baichachhaya Village,"hike,cultural experience,rural tourism"
1484,Gumba Park,"A public park located near Gumba, offering green spaces, natural beauty, and recreational opportunities. The park is a peaceful retreat with walking trails, picnic areas, and seating spots. It is a popular place for families and nature lovers, providing a tranquil environment to relax and enjoy outdoor activities. Gumba Park is also known for its scenic views, which make it a lovely location for photography and leisure.",26.9006473,86.2530472,Madhesh Province,Katahari Village,"park,recreational spot,natural beauty"
1485,Gumdi Besi,"A small town in the Gorkha region, known for its rural charm and agricultural activities. Gumdi Besi is surrounded by scenic landscapes, including fields, hills, and rivers. It is a growing settlement with basic amenities and serves as a hub for surrounding villages. The town is also known for its close-knit community and tranquil environment, making it an ideal place for those seeking a quiet rural retreat.",28.0439494,84.9671399,Madhesh Province,Darakha,"park,rural tourism,natural beauty"
1486,Gunakriti Mahavihar,"A Buddhist monastery located in Nepal, known for its spiritual significance and serene atmosphere. Gunakriti Mahavihar is a center for meditation, prayer, and Buddhist teachings. It is an important place for followers of Buddhism and attracts visitors who are interested in spiritual practices and the peaceful surroundings. The monastery is also known for its architecture, which reflects traditional Nepalese Buddhist styles.",27.679547,85.386079,Bagmati Province,Kathmandu,"buddhist_monastery,cultural heritage,spiritual site"
1487,Gunalakshmi Mahabihar,"Another significant Buddhist site in Nepal, known for its historical and spiritual importance. Gunalakshmi Mahabihar is a place of worship and meditation, attracting both local and international visitors who seek to learn about Buddhism and its practices. The monastery is surrounded by natural beauty and offers a peaceful retreat for spiritual reflection.",27.67551293,85.3267589,Bagmati Province,Kathmandu,"buddhist_monastery,historic site,cultural significance"
1490,Gupta Daha,"A natural water body or pond located in Rukum East, known for its scenic beauty and cultural significance. Gupta Daha is a peaceful location, ideal for those seeking a quiet place to relax and connect with nature. It may also hold local religious or cultural importance for the nearby communities, often being a site for rituals and festivals.",28.7423069,82.6403869,Karnali Province,Rukum East,"historic site,natural beauty,cultural significance"
1491,Gupteshwor Mahadev Temple,"A sacred Hindu temple dedicated to Lord Shiva, located in Nepal. Gupteshwor Mahadev is an important pilgrimage site for devotees, especially those worshipping Lord Shiva. The temple is often visited during major Hindu festivals and religious occasions. The surrounding area is typically scenic and serene, making it a place for both spiritual reflection and tourism.",28.18942825,83.9572322,Gandaki Province,Pokhara,"hindu_temple,pilgrimage site,cultural significance"
1492,Gupteswor Gupha,"A cave and temple dedicated to Lord Shiva, located in Nepal. Gupteswor Gupha is a popular tourist destination, known for its mystical atmosphere and spiritual significance. The cave is often visited by pilgrims and adventure seekers, offering a chance to explore both the natural beauty of the cave and the religious importance of the site. The temple inside the cave is an iconic destination for Hindu devotees.",28.2274065,83.6746259,Gandaki Province,Kusma,"cave,hindu_temple,tourist attraction"
1493,Guranse Village,"A picturesque village or area in Nepal, known for its beautiful landscapes, particularly its rhododendron forests and mountain views. Guranse is an excellent destination for eco-tourism and trekking, offering visitors a chance to explore the natural beauty of the region. It is also a cultural hub, with traditional houses and communities offering a glimpse into rural Nepali life.",26.94296269,88.03653885,Koshi Province,Ilam District,"village life,natural beauty,rural tourism"
1494,Guranse Bhume Aama Samuha Museum,"A local museum dedicated to preserving and showcasing the culture, traditions, and history of the Guranse area. The museum may include artifacts, photographs, and exhibits that highlight the unique aspects of Guranse's rural and indigenous life. It also serves as a place of cultural education and celebration, especially related to the role of women and community groups in the region.",28.3358292,83.9554796,Koshi Province,Ghachaoka,"museum,cultural heritage,women empowerment"
1495,Gurdum Village,"A village located in the Dhunibeshi Municipality of Nepal, known for its natural beauty and rural atmosphere. Gurdum is surrounded by hills, forests, and rivers, making it an ideal location for trekking and nature exploration. The village is home to local communities that follow traditional agricultural practices and maintain strong ties to their cultural heritage.",27.6964423,85.1257204,Bagmati Province,Dhunibeshi Municipality,"hike,natural beauty,cultural experience"
1496,Gurkha Smarak Salmedada,"A historical memorial located in the Gorkha region of Nepal, dedicated to the bravery and sacrifices of the Gurkha soldiers. The memorial is an important site for those interested in the history of the Gurkhas, a renowned military force known for their valor. Gurkha Smarak Salmedada provides a place of reflection and remembrance, honoring the legacy of the Gurkha soldiers.",28.173468,83.9039501,Koshi Province,Phedai Khola,"monument,historic site,cultural heritage"
1497,Gurkhali Stone Park,"A park dedicated to the history and culture of the Gurkha people, featuring stone sculptures and artifacts. The park serves as both a cultural and historical landmark, offering visitors a chance to learn about the Gurkha community's contributions to Nepal's history. It is a serene place, ideal for history enthusiasts and those interested in the artistic traditions of the region.",27.9958005,84.6283638,Gandaki Province,Gorkha-6,"park,historic site,cultural hub"
1498,Guru Neupane Garden,"A private garden dedicated to the memory of Guru Neupane, or a place named in his honor, known for its lush greenery and tranquility. The garden is a peaceful retreat, offering visitors a chance to relax, enjoy nature, and reflect in a beautiful environment. It may include various plants, flowers, and trees that make it a pleasant location for nature lovers.",27.2335644,87.840918,Koshi Province,Yangwarak-5,"park,recreational spot,natural beauty"
1499,Guru Padmasambhava Statue,"A large statue of Guru Padmasambhava (also known as Guru Rinpoche), a revered figure in Tibetan Buddhism. Located in Nepal, the statue serves as a tribute to his spiritual teachings and is an important site for Buddhists. The statue attracts pilgrims and tourists who come to pay homage and learn about the teachings of Guru Padmasambhava. It is often set in a scenic location, surrounded by nature, offering a peaceful atmosphere.",27.6357832,85.8146022,Sudurpashchim Province,Sanobamgathalaii,"monument,buddhist heritage,pilgrimage site"
1500,Guru Rinpoche Statue,"A significant statue of Guru Rinpoche (Padmasambhava), a revered Buddhist saint. The statue is an important religious landmark in Nepal, attracting pilgrims who follow Tibetan Buddhism. Guru Rinpoche is believed to have brought Buddhism to Tibet, and his statue symbolizes wisdom, compassion, and spiritual power. The site offers a place for meditation and spiritual reflection.",28.0140257,85.0488343,Kainatamga,Kainatamga,"monument,buddhist heritage,religious landmark"
1501,Gurung Museum,"A museum dedicated to preserving the culture, traditions, and history of the Gurung people, an ethnic group from the central hills of Nepal. The museum showcases artifacts, traditional costumes, and tools used by the Gurung community, offering visitors insight into their way of life. It is a key cultural site for those interested in the indigenous cultures of Nepal.",27.3557379,87.6836205,Koshi Province,Phungling Municipality-5,"museum,cultural heritage,rural tourism"
1502,Gurung Forest,"A forest area in Nepal known for its natural beauty and ecological diversity. The forest is home to various species of flora and fauna, including native plants and wildlife. It is a great location for trekking, bird watching, and nature walks. The forest offers an opportunity to explore the natural heritage of the Gurung region and experience the tranquility of rural Nepal.",26.690849,87.0994317,Koshi Province,Parakashpur Village,"forest,natural beauty,biodiversity hotspot"
1503,Gurung Gau Village,"A village or settlement in the Gurung region, known for its traditional agricultural practices and picturesque surroundings. Gurung Gau offers visitors a chance to experience authentic rural Nepali life, including farming, local customs, and traditional architecture. The village is surrounded by hills and forests, making it an ideal place for trekking and nature exploration.",27.8907768,84.9090959,Koshi Province,Nilkantha Municipality-4,"village life,natural beauty,cultural experience."
1504,Guthichaur Park,"A rural settlement located in a scenic area of Nepal, known for its agricultural activities and peaceful environment. Guthichaur is an ideal place for visitors looking to experience traditional Nepali village life, with opportunities to engage in farming activities and explore local culture. The area is also known for its natural beauty, with hills, rivers, and forests surrounding the village.",29.1797871,82.4113692,Bagmati Province,Jaumala Rural Municipality-4,"park,rural tourism,natural beauty."
1505,Gutu Khola & Bheri Confluence,"A natural meeting point where the Gutu Khola and Bheri rivers converge, creating a beautiful and serene environment. The confluence is a popular spot for nature lovers and photographers, offering a picturesque view of the rivers and surrounding landscapes. It is also an important location for the local communities, who rely on the rivers for water and agriculture.",28.7814152,81.3250558,Sudurpashchim Province,Baidayapur,"natural beauty,river confluence,tourist attraction"
1506,Gyan BDR Singh Memorial Library,"A public library dedicated to the memory of BDR Singh, a prominent figure in Nepalese education or politics. The library houses a collection of books, resources, and educational materials, offering a quiet place for study and learning. It is a valuable resource for students and researchers in the area.",29.5584985,81.209583,Madhesh Province,Jayaprithvi Municipality,"library,historic site,cultural hub"
1507,Gyandi Open Resort & Picnic Spot,"A resort located in a natural setting, offering outdoor activities and facilities for picnics, family gatherings, and relaxation. The resort features green spaces, walking trails, and recreational amenities, making it an ideal",28.2063712,83.6799905,Sudurpashchim Province,Kaushama,"resort,picnic spot,recreational area"
1508,Gyanlal Handcraft,"A shop or workshop specializing in traditional Nepalese crafts and handmade items. Gyanlal Handcraft is likely to offer a variety of products, including wood carvings, metalwork, textiles, and pottery. It is a great place for those looking to buy authentic, locally-made souvenirs and gifts, reflecting the rich cultural heritage of Nepal.",27.6720413,85.3269305,Madhesh Province,Lalitpur,"handicraft shop,cultural hub,tourist attraction"
1509,Gyathum Bridge,"A bridge located in a scenic or rural part of Nepal, possibly offering views of rivers, valleys, or mountainous landscapes. The Gyathum Bridge is likely to be a vital connection for locals, used for daily commutes or trade. It may also be an interesting stop for travelers looking to experience rural life and explore natural surroundings.",27.8858321,85.5389584,Bagmati Province,Ichoka,"bridge,historic site,natural beauty"
1510,H.Abubaqar Siddiq Mosalla Masjid,"A mosque dedicated to the memory of Abu Bakr Siddiq, a revered figure in Islamic history. The mosque is a place of worship for the local Muslim community, offering prayer services and religious activities. It may also serve as a cultural hub, where the community gathers for events and social functions.",28.3474713,83.5669364,Koshi Province,"Campus Chok, Sixamarg Road","mosque,religious site,cultural hub"
1511,H.N.K.-N.PA-8 Joginiya1 Park,"A public park or recreational area named after the Joginiya1 region, possibly featuring green spaces, playgrounds, and outdoor activities. The park is a popular spot for families and locals to relax, enjoy nature, and engage in sports or other recreational activities.",26.5280831,86.8714815,Bagmati Province,Hanumannagar,"park,recreational spot,family-friendly destination"
1512,Hashmati Masjid Nepalgunj,"A mosque located in Nepalgunj, Banke District, dedicated to Islamic prayer and community gatherings. Hashmati Masjid is a place of worship for the local Muslim community, hosting regular prayers and religious events. It also plays an important role in the social and cultural life of the area.",28.0549688,81.6333349,Madhesh Province,Nepalgunj,"mosque,religious site,cultural hub"
1513,Hasina Park,"A public park that offers a space for relaxation, recreation, and community activities. Hasina Park is likely to feature gardens, walking paths, and playgrounds for families and children to enjoy. It is a peaceful retreat for those looking to spend time outdoors and engage in leisure activities.",26.6608247,87.2719772,Lumbini Province,Itahari,"park,picnic spot,recreational area"
1514,Himalayan Trekkers Pvt. Ltd.,"A trekking agency or company that organizes guided treks and expeditions in the Himalayan region of Nepal. Himalayan Trekkers Pvt. Ltd offers trekking services for various trails, catering to tourists who wish to explore the natural beauty and cultural heritage of the Himalayas, including Everest, Annapurna, Langtang, and other regions.",27.7151201,85.3113085,Koshi Province,Thamel,"trekking agency,tourism service,cultural tours"
1515,Holy Art Gallery,"A gallery or store specializing in religious and spiritual art, likely focusing on Christian, Hindu, or Buddhist art forms. Holy Art features paintings, sculptures, and other artwork that depict religious themes, figures, and symbols. It is a place for art lovers and those seeking spiritual art pieces for homes or worship.",27.0665893,85.5900734,Bagmati Province,Mahendra Highway,"art_gallery,cultural hub,religious art"
1516,Hope Church Butwal,"A Christian church located in Butwal, known for its services, community activities, and spiritual gatherings. Hope Church aims to provide a space for worship, fellowship, and spiritual growth. It may also engage in social service and charity work in the local community.",27.6431938,83.5314308,Madhesh Province,Tilottama Municipality,"church,religious hub,charity work"
1518,Hungry Eye Art Gallery,"A contemporary art gallery showcasing the works of local and international artists. Hungry Eye Art Gallery features a variety of artistic expressions, including paintings, sculptures, and mixed-media works. It serves as a cultural hub for art lovers, collectors, and those interested in the creative arts.",27.6783642,85.3113835,Lumbini Province,Lalitpur,"art_gallery,museum,cultural hub"
1519,Haatti Mahaakaal Temple,"A Hindu temple dedicated to Lord Mahaakaal, a form of Lord Shiva associated with time and death. The Haatti Mahaakaal Temple is an important site for devotees, offering a place of worship, prayer, and rituals. It is a peaceful and spiritually significant location for those seeking blessings and reflection.",27.6800846,85.3864868,Bagmati Province,Madhyapur Thimi Municipality,"hindu_temple,pilgrimage site,cultural significance"
1520,Hakim Chok Tilakha,"A public square or junction located in the Tilakha area, likely known for its historical, social, or cultural significance. Hakim Chok may serve as a meeting point for locals, offering a central spot for commerce and interaction. It is a lively location with shops, food vendors, and community events.",28.6459424,81.1111124,Bagmati Province,Lamakai Chauhaa,"historic site,cultural hub,economic center"
1521,Haldibari Chowk (Bhajan Chowk),"A busy intersection or square in the Haldibari area, known for its market activity and cultural importance. Bhajan Chowk might be a place where people gather to listen to devotional music (bhajans) or participate in community events. It is likely a hub of local life and commerce, attracting both residents and visitors.",26.5609135,88.0127215,Sudurpashchim Province,Haldibari,"monument,historic site,cultural hub"
1522,Haleshi Mahadev Temple,"An important Hindu pilgrimage site located in the eastern part of Nepal, dedicated to Lord Shiva. Haleshi MahaDev is known for its sacred caves and religious significance. Devotees visit this site to seek blessings and participate in rituals. It is often considered one of the holiest places in Nepal, attracting many pilgrims during major festivals.",27.1927785,86.6221567,Koshi Province,Haleshi Mahadevsthan,"hindu_temple,pilgrimage site,historic site."
1524,Halhale Bhojpur Village,"A small village or settlement located in the rural hills of Nepal, possibly known for its traditional agricultural lifestyle. Halhale may be an ideal destination for travelers looking to experience the rural culture and natural beauty of the region. It offers visitors a chance to explore remote, untouched landscapes and interact with local communities.",27.0878267,86.9390365,Koshi Province,Bhojpur District.,"village life,natural beauty,rural tourism."
1525,Halhale Picnic Park,"A recreational park located in Halhale, providing a scenic and peaceful environment for picnics, family outings, and relaxation. The park features green spaces, playgrounds, and walking paths, making it a popular spot for locals and visitors to unwind and enjoy nature.",27.7187028,85.9583261,Koshi Province,Lankuridanda,"park,recreational spot,natural beauty"
1526,Halhale Halahalae,"A possible extension or name variation of Halhale, referring to a specific area or attraction within the Halhale region. The name might be related to a specific site or activity within the area, possibly linked to local cultural practices, festivals, or natural landmarks.",28.2153216,83.4961149,Koshi Province,Daudailabhatta,"picnic,natural beauty,cultural experience"
