id,name,description,address,latitude,longitude,location,types
3498,Rumalbari Picnic Spot,"Rumalbari Picnic Spot is a serene and picturesque location nestled on the banks of the Teesta River in West Bengal, India. Known for its lush greenery, clear water, and stunning mountain backdrop, this spot offers a perfect blend of natural beauty and tranquility. Its significance lies in its ability to provide an ideal getaway for tourists and locals alike, offering opportunities for relaxation, photography, and river-side picnics, all while being surrounded by the splendor of nature.","3FW9+F2P, gawaadhaa 33300, naepaala",28.0962078,83.4675715,gawaadhaa,mountain
3499,Rumba jharna,"Rumba Jharna is a significant natural spring located in the town of Ranakpur, Rajasthan, India. Known for its perennial water flow, it is the only source of water in the arid region of Ranakpur, making it vital for the local community and the ecosystem. The spring is surrounded by lush greenery and serves as a serene picnic spot, showcasing the region's rich biodiversity. Its continuous water supply also nourishes the renowned Ranakpur Jain Temple complex, enhancing its historical and cultural importance.","R9QQ+P56, samaunadaradaewaii 44900, naepaala",27.8392851,85.3878863,samaunadaradaewaii,temple
3506,Rupakot Danda raupaakaota daamdaa,"Rupakot Danda, also known as Rupakot Hill, is a captivating destination located in the western region of Nepal. This hill station offers panoramic views of the Dhaulagiri, Annapurna, and Manaslu mountain ranges, providing a visual treat for nature lovers and adventure seekers. The place is also significant for its cultural and historical importance, with ancient temples and traditional Gurung settlements that reflect the rich heritage of the region.","7Q6J+JX7, daikataela 56200, naepaala",27.2615401,86.7824351,daikataela,Temple
3507,Rupakot Resort,"Rupakot Resort is a luxurious retreat nestled in the heart of the Pokhara valley, Nepal, offering panoramic views of the Annapurna Himalayan range. This boutique resort is renowned for its eco-friendly architecture, blending seamlessly with the natural surroundings, and providing a unique blend of modern amenities and traditional Nepalese hospitality. The resort's commitment to sustainability and preservation of local culture adds to its significance, making it an ideal destination for conscientious travelers seeking a tranquil and authentic Himalayan experience.","Maidan -6, Rupakot, paokharaa, naepaala",28.1554003,84.1301573,Rupakot,mountain
3508,Rupandehi View Area,"Rupandehi View Area, located in the western region of Nepal, is a scenic destination known for its panoramic views of the Himalayas and the Terai plains. The area is significant for its diverse topography, including the Chure Hills and the flatlands of the Terai, offering a unique blend of natural beauty and cultural heritage. It is also home to various wildlife species, making it an ideal spot for nature enthusiasts and birdwatchers. The region's rich cultural history, with numerous temples and historical sites, adds to its allure, making it a must-visit destination for both local and international tourists.","PGGM+F7, daobhaana 32500, naepaala",27.7262386,83.5332068,daobhaana,temple
3509,Rupani Bazar,"Rupani Bazar is a renowned marketplace located in the heart of Sylhet, Bangladesh, known for its vibrant array of local and traditional products. Established in the early 20th century, this bustling bazaar offers a wide variety of goods, including exquisite textiles, traditional Bangla crafts, and renowned Sylheti tea. As a significant cultural and commercial hub, Rupani Bazar not only caters to the needs of the local community but also serves as a popular destination for tourists seeking an authentic taste of Sylheti heritage and hospitality.","Rupani Bazar, raayapaura 56400, naepaala",26.6286385,86.7158573,raayapaura,market
3510,Rupani park,"Rupani Park, nestled in the heart of lush green surroundings, is a significant recreational spot in the region. Known for its serene atmosphere, the park features a variety of flora and fauna, a children's play area, and walking trails, making it an ideal destination for nature lovers and families alike. The park's commitment to environmental conservation and its role in promoting community health and well-being add to its significance in the local community.","raayapaura 56400, naepaala",26.6277682,86.7194978,naepaala,park
3511,Rupinala trek trail,"The Rupinala trek trail is a scenic and challenging trek in the Indian Himalayas, known for its diverse landscapes and breathtaking views. The trail traverses through dense forests, alpine meadows, and glacial moraines, with the Rupin River accompanying trekkers for a significant part of the journey. It is significant for its cultural importance, as it passes through traditional Himachali villages and offers insights into the local way of life. The trek's highlight is the stunning Rupin Pass, which stands at an elevation of 15,250 feet, offering panoramic views of snow-capped peaks and the surrounding valleys.","7QG6+J3, uiyaa, naepaala",28.2765216,84.7602034,uiyaa,forest
3513,SALHES MANDIR(SALHES TEMPLE),"Salhes Mandir, also known as Salhesh Temple, is a prominent religious site nestled in the serene hills of Solapur district, Maharashtra, India. Dedicated to Lord Shaligram, an incarnation of Lord Vishnu, this temple is renowned for its intricate architecture, showcasing a harmonious blend of North and South Indian styles. The temple's key features include a majestic 75-feet tall entrance tower, ornate pillars, and stunning sculptures depicting various Hindu deities. Salhes Mandir holds immense significance for devotees, not just for its spiritual importance, but also for the annual festivals and fairs","Salhes temple,bhagwanpur 2, Laraha, naepaala",26.6101748,86.4717001,bhagwanpur,temple
3514,SALLENI BAN,"SALLENI BAN is a financial services company that specializes in providing banking solutions to underserved communities. Their key features include mobile banking, affordable loan options, and financial education resources. SALLENI BAN's significance lies in its commitment to financial inclusion and empowerment, particularly for individuals who may not have access to traditional banking services. By offering accessible and affordable financial solutions, SALLENI BAN helps to promote economic stability and growth in underbanked areas.","RP8V+64J, jalapaa 32500, naepaala",27.8155959,83.7427567,jalapaa,market
3515,SANGACHWOK-DADUWA,"Sangachhwok-Daduwa is a significant cultural and historical site located in the Gorkha district of Nepal. It is an ancient stone water spout, which is believed to have been constructed during the 17th century, during the reign of King Ram Shah. The site is considered sacred and is an important part of the cultural heritage of the region. The water spout is a unique architectural marvel, featuring intricate carvings and designs, and is believed to possess healing properties, attracting devotees from far and wide.","MPM8+656, saaँgaachaoka, naepaala",27.6830438,85.7153754,saaँgaachaoka,monument
3519,SHIVA CAVE shaiwa gauphaa,"Shiva Cave, also known as Shaiwa Gauphaa, is a significant religious site located in the village of Chaughada in Nepal. This limestone cave is believed to be a sacred dwelling of Lord Shiva and houses a natural Shiva Linga, attracting thousands of devotees every year. The cave is also home to a variety of bats and is considered an important natural and cultural heritage site, showcasing the geological wonders and spiritual significance of the region.","daamaachaaura 22100, naepaala",28.3825804,82.3563866,naepaala,temple
3521,SINDHULI GADHI MAIN GATEWAY,"Sindhuli Gadhi Main Gateway is an ancient historical structure located in Sindhuli district of Nepal, known for its significant role in the unification of Nepal. This gateway is the main entrance to the Sindhuli Gadhi fort, a strategic point in the mid-hills during the unification campaign led by Prithvi Narayan Shah. The gateway, made of stone, features intricate carvings and inscriptions, reflecting the architectural brilliance of the era, and stands as a testament to the rich history and cultural heritage of Nepal.","7XH5+FV3, B.P. Highway, ratanachauraa 45900, naepaala",27.2786354,85.9596608,B.P. Highway,fort
3523,SUKRAULI SMALL DAM,"Sukrauli Small Dam is a significant infrastructure project located in the Kushinagar district of Uttar Pradesh, India. The dam, completed in 2012, has a storage capacity of 1,450 cubic meters and a catchment area of 10.22 square kilometers. It plays a crucial role in providing irrigation water to nearby agricultural lands, contributing to the region's agricultural productivity and food security. Additionally, the dam helps in controlling floods and regulating the flow of the Sukrauli River, thereby protecting the local communities from the adverse effects of water-related disasters.","GJQF+X4F, saukaraaulaii 33007, naepaala",27.5399289,83.6227859,saukaraaulaii,river
3526,Sabha Pokhari,"Sabha Pokhari is a sacred pond located in the premises of the centuries-old Pashupatinath Temple complex in Kathmandu, Nepal. Surrounded by ancient temples and statues, this serene water body is believed to be the spot where holy rituals and meetings (sabhas) of gods and goddesses were held in ancient times. Sabha Pokhari's significance lies not only in its religious and cultural importance but also as a vital part of Kathmandu's rich historical and architectural heritage, attracting devotees and visitors alike.","GF34+MR, sabhaapaokharaii 56900, naepaala",27.5045616,87.4566798,sabhaapaokharaii,temple
3527,Sabha Pokhari Temple,"Sabha Pokhari Temple, located in Kathmandu, Nepal, is a significant religious site known for its unique square-shaped pond, Sabha Pokhari, which is believed to have been created by Lord Shiva. Surrounded by four shrines dedicated to Lord Shiva, Goddess Brahmayani, Goddess Mahalaxmi, and Lord Ganesh, the temple complex is an important pilgrimage destination during Teej and Janai Purnima festivals. The temple's serene environment, architectural elegance, and religious significance make it a culturally rich and spiritually important site for both local devotees and tourists.","493V+P9, phaulaeka 56800, naepaala",27.1043785,87.3933704,phaulaeka,temple
3529,Sachin Art Gallery,"Sachin Art Gallery, located in the heart of Mumbai, is a prestigious art platform known for its diverse collection and promotion of contemporary Indian art. Established in 1994, the gallery has been instrumental in fostering the careers of several prominent artists, while also serving as a significant bridge between artists, collectors, and art enthusiasts. The gallery's key features include its carefully curated exhibitions, its commitment to art education through workshops and seminars, and its dedication to preserving and showcasing India's rich artistic heritage.","Syangja- Sataun Road, Putalibazar 33800, Nepal",28.1043191,83.8738888,Putalibazar,art_gallery
3530,Sadhuholi Simsar Tourism Area,"Sadhuholi Simsar Tourism Area is a serene and picturesque wetland located in the Kutch district of Gujarat, India. Known for its diverse aquatic life, the area is home to several migratory birds, making it a haven for birdwatchers and nature lovers. Its key features include charming lotus-covered islands, a sacred temple, and eco-friendly boating facilities, all of which contribute to its significance as an important eco-tourism destination that promotes environmental conservation and local culture.","MPMF+Q6W, Unnamed Road, lakhanapaura, naepaala",26.6844968,87.7230629,Unnamed Road,temple
3531,Sadhukuti Temple Jhapa,"Sadhukuti Temple, located in Jhapa, Nepal, is a renowned religious site dedicated to the Hindu deity Lord Shiva. This temple is primarily known for its unique architectural design, which beautifully blends modern and traditional elements. The temple's key feature is its massive 75-feet tall Shiva lingam, making it one of the tallest Shiva lingams in the world. Sadhukuti Temple holds significant cultural and spiritual importance for the local community and attracts thousands of devotees and tourists every year.","P26V+J27, Kalish Than Road, baudhawaarae 57200, naepaala",26.7115155,88.0425632,Kalish Than Road,temple
3532,Safal Park,"Safal Park is a verdant urban oasis in the heart of a bustling city, known for its lush green landscapes, serene walking trails, and diverse flora and fauna. This significant green space offers a vital respite for local communities, promoting health, well-being, and environmental education, all while serving as a critical habitat for various urban wildlife species.","M864+FXP, Lalitpur 44600, Nepal",27.6612102,85.3074545,Lalitpur,park
3533,Safari Chitwan,"Safari Chitwan is a renowned national park located in the subtropical inner Terai region of Nepal. Established in 1973, it was designated as a UNESCO World Heritage Site in 1984 due to its exceptional biodiversity. The park spans over 932 km² and is home to more than 700 species of wildlife, including the endangered Bengal tiger, one-horned rhinoceros, and gharial crocodile, making it a significant conservation area and a prime destination for wildlife enthusiasts and eco-tourists.","G9H3+MM4 Route Patithani, 44200, naepaala",27.529131,84.3542049,44200,park
3537,Sagurigadhi Picnic Park,"Sagurigadhi Picnic Park is a serene and picturesque recreational spot, located in the Sindhupalchowk district of Nepal. Nestled on the banks of the Indrawati River, the park offers lush green landscapes, tranquil surroundings, and a variety of recreational facilities, making it an ideal destination for family outings, picnics, and short getaways. The park's significance lies in its preservation of the historical Sagurigadhi fort, which showcases the rich cultural heritage of the region, providing an educational and entertaining experience for visitors.","W9CJ+5RW, khauwaaphaoka 56800, naepaala",26.9204874,87.3820736,khauwaaphaoka,park
3538,Sahalkot Church,"Sahalkot Church, located in the village of Sahalkot in Punjab, Pakistan, is a significant religious site for the Christian community. This Picturesque church, built in the late 19th century, features a unique blend of Gothic and Victorian architectural styles, with its most striking feature being the tall, central spire that reaches towards the heavens. The church's historical significance lies in its role as a symbol of resilience and faith for the local Christians who faced religious persecution during the partition of India and Pakistan.","RX36+37, sahaalakaota 32500, naepaala",27.8026326,83.9606732,sahaalakaota,church
3539,Sahani Arts Bhairahawa,"Sahani Arts Bhairahawa is a renowned art gallery and studio located in Bhairahawa, Nepal. It is known for its exceptional collection of traditional and contemporary Nepalese art, as well as its commitment to promoting local artists. The gallery features a wide variety of paintings, sculptures, and handicrafts, showcasing the rich cultural heritage and artistic talent of the region. Sahani Arts Bhairahawa plays a significant role in preserving and enhancing the artistic landscape of Nepal, making it a must-visit destination for art enthusiasts and collectors.","paraasaii raoda, saidadhaarathanagara 32900, naepaala",27.5056676,83.4593622,saidadhaarathanagara,art_gallery
3540,Sahari Harit Park,"Sahari Harit Park, located in Gurgaon, India, is a notable urban green space known for its lush foliage and serene atmosphere. Spanning over 116 acres, this park features a variety of native and exotic plant species, a picturesque lake, and numerous walking trails, providing a much-needed respite from the concrete jungle. Its significance lies in its commitment to environmental sustainability, showcasing a variety of eco-friendly initiatives, making it an essential community resource for relaxation, recreation, and education.","M99P+G7P, ananatalaingagaeshawara, naepaala",27.6688477,85.385712,ananatalaingagaeshawara,park
3542,Sahayoginagar Park,"Sahayoginagar Park, located in the heart of the bustling city, is a serene oasis that spans over 10 acres. It is known for its lush greenery, tranquil ambiance, and well-maintained infrastructure. The park features a beautiful lake, a jogging track, children's play area, and various sculptures, making it a significant recreational spot for locals and visitors alike. Its commitment to biodiversity is evident with the variety of flora and fauna found within its boundaries, contributing to the overall ecological balance of the urban area.","M8JP+2VH, Kathmandu 44600, Nepal",27.6798765,85.3370561,Kathmandu,park
3544,Sahid Memorial Park,"Sahid Memorial Park, located in Jakarta, Indonesia, is a prominent public space dedicated to honoring the nation's heroes and heroines. This solemn park features a towering monument, the Monumen Nasional (Monas), surrounded by lush greenery and beautifully landscaped gardens. It is a significant symbol of Indonesian independence, history, and national pride, often serving as a venue for commemorative events and peaceful gatherings.","529X+JR3, Bhojpur 57000, Nepal",27.1690194,87.049539,4,park
3545,Sahid Park,"Sahid Park, located in the heart of Jakarta, Indonesia, is a significant urban green space dedicated to honoring Indonesian heroes. The park spans over 15 hectares and features lush gardens, tranquil ponds, and various monuments, providing a serene oasis amidst the bustling city. Its well-maintained facilities host various recreational activities, making it a popular destination for both locals and tourists seeking relaxation, exercise, or historical reflection.","M7JC+QH9, kaiirataipaura 44600, naepaala",27.681907,85.2714891,kaiirataipaura,park
3546,Sahid Smarak Park,"Sahid Smarak Park, located in the heart of Kathmandu, Nepal, is a poignant tribute to the heroes who have sacrificed their lives for the country's independence and prosperity. This serene park, spread over 13 acres, features lush greenery, a large pond, and sculptures of notable national figures. Its significance lies not only in its historical commemoration but also in providing a tranquil urban space for recreation and reflection.","M8Q2+8GM, Lalitpur 44600, Nepal",27.6883469,85.3013095,Lalitpur,park
3547,Sahid Smarak Stambha,"Sahid Smarak Stambha, also known as the Martyr's Memorial, is a significant monument located in Biratnagar, Nepal. It stands as a tribute to the brave martyrs who sacrificed their lives for the country's democratic movement. The monument features a tall, tapering structure with intricate carvings, symbolizing the unwavering spirit and resilience of the martyrs. Its significance lies in being a powerful reminder of the nation's struggle for democracy and freedom, inspiring generations to uphold and protect these values.","X8CV+9CJ, Dharan Dhankuta Hwy, dhanakautaa 56800, naepaala",26.9709728,87.3435191,Dharan Dhankuta Hwy,monument
3548,"Sahid Smirti Park, Gajuri","Sahid Smirti Park in Gajuri, Nepal, is a tranquil and historic site that serves as a tribute to the martyrs who sacrificed their lives for the country's democracy. The park is adorned with a stunning statue of the martyrs, a peace pagoda, and lush greenery, making it an ideal place for both relaxation and reflection. Its significance lies in its role as a symbol of Nepal's struggle for democracy and as a serene retreat that offers respite from the hustle and bustle of daily life.","4V55+7R2, Pyuthan 22300, Nepal",28.1081469,82.8595214,Pyuthan,park
3550,Sahid Smriti Park DHAULAGIRI BAGLUNG,"Sahid Smriti Park, located in Dhaulagiri, Baglung, is a serene and historical park dedicated to the martyrs who have sacrificed their lives for the country's independence and prosperity. The park features beautiful gardens, monuments, and a tranquil atmosphere, making it a popular spot for locals and tourists alike to pay their respects and enjoy a peaceful day out. Its key features include the Martyrs' Monument, a symbolic eternal flame, and lush greenery, all of which serve as a powerful reminder of the nation's rich history and the heroes who have shaped its future.","7J64+GFF, Baglung 33300, Nepal",28.2613157,83.6061683,0,park
3552,Sahpur chauk,"Sahpur Chauk is a significant square located in the heart of Varanasi, India. It is known for its vibrant and chaotic atmosphere, showcasing the true essence of the city's rich culture and history. The chauk is a bustling hub of commercial activity, where local crafts, colorful fabrics, and traditional spices are sold. It also holds religious significance as it leads to several important temples and ghats, making it a crucial junction for both tourists and devotees.","WMJ8+PF, dhanakaaula pachhawaaraii 45800, naepaala",26.9317922,85.666201,dhanakaaula,temple
3553,Sailung Mangau,"Sailung Mangau is a revered site in the Sailung region of Nepal, known for its cultural and religious significance. The area is home to the indigenous Thami community and features a large, flat rock at an elevation of 3,100 meters, believed to be the abode of local deities. An annual festival, the Sailung Mangau Puja, is held here, attracting devotees from across the country to pay homage and seek blessings, making it an essential gathering place for the Thami people and a testament to their rich cultural heritage.","H2F2+W3R, shaailaungaeshawaora 45500, naepaala",27.5748726,86.0001446,shaailaungaeshawaora,temple
3554,Sailung shaailaunga dolakha,"Sailung Shaailaunga, located in Dolakha district of Nepal, is a significant religious and touristic site known for its colossal stone lingam, a symbol of Lord Shiva. This natural rock formation, standing at an elevation of 3100 meters, is believed to be the center of the universe according to ancient Hindu and Buddhist scripts. The site offers panoramic views of the Himalayan range and is a popular destination for pilgrims and trekkers seeking spiritual enlightenment and natural beauty.","HX7G+CP, dadhauwaa 45500, naepaala",27.5635784,85.9768675,dadhauwaa,trek
3555,Sailungeshwor Mahadev,"Sailungeshwor Mahadev is a revered Hindu temple dedicated to Lord Shiva, located atop the Sailung Hill in the Ramechhap district of Nepal. The temple is renowned for its natural beauty and panoramic views of the surrounding Himalayan ranges, including Mount Everest on clear days. Significantly, it is also a sacred site for both Hindu and Buddhist pilgrims, and its annual festivals attract thousands of devotees, making it a vital cultural and religious hub in the region.","HX6F+HRR, shaailaungaeshawaora 45500, naepaala",27.5614829,85.9745015,shaailaungaeshawaora,Temple
3557,Sainamaina Hill Park,"Sainamaina Hill Park, located in the heart of Thimphu, Bhutan, is a serene getaway that offers a breathtaking panoramic view of the valley. This park is not only a popular spot for locals and tourists seeking relaxation but also holds significant cultural value as it is home to the sacred Sangaygang Temple. With its lush greenery, well-maintained gardens, and winding trails, Sainamaina Hill Park provides an ideal environment for leisurely walks, picnics, and meditation, making it a key part of Thimphu's natural and cultural landscape.","M9X4+GF, saainaamaainaa 32900, naepaala",27.6988642,83.3561615,saainaamaainaa,park
3558,Sainamaina Spring Water World and Resort,"Sainamaina Spring Water World and Resort is a premier water-themed recreational destination located in Sainamaina, Sarpang District, Bhutan. This resort offers a unique blend of traditional Bhutanese hospitality and modern amenities, featuring an expansive water park with numerous slides, pools, and attractions, as well as luxurious accommodations, dining options, and a serene spa. The resort's significance lies in its commitment to providing visitors with an unforgettable experience while promoting sustainable tourism and preserving the natural beauty of the region.","Bayarkatti, saainaamaainaa 32900, naepaala",27.6787554,83.3148771,saainaamaainaa,park
3561,Saipal Base Camp(East),"Saipal Base Camp (East) is a remarkable destination nestled in the heart of the Himalayas, serving as the starting point for the challenging ascent of Saipal Mountain, the 36th highest peak in the world. This camp offers a unique blend of adventure and tranquility, with panoramic views of snow-capped mountains, vibrant landscapes, and serene glacial lakes. Its significance lies in its role as a gateway to an exhilarating mountaineering experience, as well as a chance to immerse in the rich cultural heritage of the surrounding rural communities.","VHVM+CP, kaanadaa 10600, naepaala",29.8935035,81.5842866,kaanadaa,lake
3562,Saiter dil,"Saiter dil is a unique and versatile musical instrument, often described as a hybrid between a sitar and a dilruba. It boasts a long, resonant neck and sympathetic strings, similar to a sitar, but also features a teardrop-shaped body and a bow, like a dilruba. This combination allows for a wide range of tones and playing techniques, making it a significant instrument in the world of Indian classical music. Saiter dil is also known for its ability to evoke deep emotional responses, contributing to its popularity among both performers and audiences.","J9J3+29P, gaodaawaraii 44700, naepaala",27.6300918,85.353445,gaodaawaraii,market
3563,Sajghat picnic sport,"Sajghat picnic sport, popular in the Kumaon region of Uttarakhand, India, is a unique and thrilling activity that combines the elements of adventure and camaraderie. It involves a group of people forming a human chain to cross a fast-flowing river, with each participant holding onto the waist of the person in front of them. This activity not only tests the strength and coordination of the team but also fosters a sense of trust and unity among participants. Sajghat picnic sport is a significant local tradition that promotes team-building and resilience, making it an ideal activity for group outings and community gatherings.","73H2+PQ, saanaagaauँ 10800, naepaala",29.2793167,81.0519576,saanaagaauँ,picnic
3566,Salan Ganesh Dyo Chhen,"Heritage Site Salan Ganesh Dyo Chhen is the god house of Salan Ganesh Temple. However, it is more famous as Agam dyo chhen than the dyo chhen.
The dyo chhen of Salan Ganesh is an exceptional architectural illustration. Unlike other dyo chhen (godâ€™s house), which looks more like a residence but this dyo chhen owns some features matching the temple. Equivalently, itâ€™s rare to find double torans even in temples too. Besides a pinnacle (Gajur) and beautiful carvings over struts, windows and doors made it more of a diversion to the orbs.
Agam dyo chhen
PC: Praz Santt/bhaktapur.com
The flanking stone lionsâ€™ home although is declared a world heritage site, yet we are not allowed to observe the interior. Because it still remains occupied by the local resident thus itâ€™s not open to the public.
About the age of the dyo chhen, there is no exact record regarding its erection yet there are some guesses which tells us that it might have been built when the Salan Ganesh temple was built. It somehow makes sense too. Considering, the dyo chhen is of Salan Ganesh temple, it could have been built during the same time period.
The struts and the carvings
PC: Praz Santt/bhaktapur.com
Moreover, the famous architect Mr Wolfgang Korn also remarks that it may be incorrect to describe buildings of this type as temples because they are called even on Newari Dyochhens, which means godâ€™s house. However, only the replica of god is quartered over there.
Well, itâ€™s quite easy to find this architecture foregoing the parade of local residences. On the northern alley of Salan Ganesh puku, the last building to the very west is the dyo chhen of Salan Ganesh Temple.
References-
orientalarchitecture.com",,27.673937,85.434589,0,Temple
3567,Salan Ganesh Temple and the pond,"Heritage Site Within the sphere of Dattatreya Square, there are three more temples that hold both cultural and religious paramount. Among them, the Salan Ganesh Temple is the one, which lies in the right-hand corner of the square.
A narrow street leads the way to the temple. The temple is particularly special because of the image of Lord Ganesh. But, it is not a sculpture. The image is rooted in a natural stone that has a symbolic form of Ganesha or the elephant-headed image.
Nowadays, it became more indistinguishable because of the red tika, covered all over it.
The Salan Ganesh is also sub-titled as the Adhi Ganesh among the asta Ganesh. During the procession process in Gai jatra, this temple is revolved by a bunch of people. Thus, because of that, it was called Salan Ganesha.
However, until today, the exact erection date of the temple has not been defined. Yet, some guesses call it the temple developed in the 13th century. Sumerialy, the date 1654 also arouses as its erected date. 
Salan Ganesha pokhari
Salan Ganesh Pokhari
The pond behind the Salan Ganesha Temple is said to be dedicated to the temple. Thatâ€™s why it is named the Salan Ganesha pokhari. Consequently, the eve made this pond fill with young people as well as the old ones. While, for now, there is no use of this pond except for having a peaceful time with friends.
Furthermore, it is presumed that the pond might have been in existence since the 16 or 17th centuries. From then till today, this pond remains in its initial structure. Along with the length and width of 300 and 150 ft respectively.
Nearby, in the north direction of the pond, there is an Agam Chhen of the respective temple. The architecture is best known for its eccentric display of woodcarvings. All the torans, windows, doors, as well as struts, are shaped in beautiful patterns.
Salan Ganesh Agam Chhen PC: Praz Santt/bhaktapur.com",,27.673865,85.435101,0,Temple
3568,Salbari Park,"Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It is also recognized for its scenic views. It offers a variety of experiences for visitors. Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It offers a variety of experiences for visitors. Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It is also recognized for its scenic views. It is a popular tourist destination. It offers a variety of experiences for visitors. Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It offers a variety of experiences for visitors. Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It offers a variety of experiences for visitors. Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It offers a variety of experiences for visitors. Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It offers a variety of experiences for visitors. Salbari Park is a well-known location, located at M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala. It offers a variety of experiences for visitors. Salbari Park is an absolute gem for a day out! The highlight for me was the hanging bridge â€“ it offers stunning views of the surrounding area and gives a bit of an adventurous feel as you cross over. The boat ride was another fantastic experience, calm and peaceful, perfect for unwinding and enjoying nature.

There are also plenty of fun activities, making it a great place for families and groups. Whether you're into exploring the park, taking photos, or just relaxing by the water, there's something for everyone. The water show is a must-see â€“ it's beautifully choreographed and adds a magical touch to the atmosphere.

The canteen serves up some tasty snacks and drinks, perfect for refueling after all the activities. Overall, Salbari Park is a wonderful mix of adventure, relaxation, and entertainment. Highly recommend it for anyone looking for a fun and scenic outing! Lovely place to visit with Ur close ones not that I mean u can't go alone All required details about park here below:-

Salbari Park is a popular and enjoyable recreational destination. It is also known as jheel. It offers a serene environment for visitors to hang out, have picnics, and spend quality time with friends and family. The park is known for its scenic beauty, providing numerous picturesque spots that are ideal for photography. At the heart of the park is a fountain located in the center of a lake, which becomes even more captivating at night due to its lighting effects. The park also features a suspension bridge, swings, and a separate childrenâ€™s playing zone with trampolines, slides, and swings. Visitors can also explore the parkâ€™s well-maintained gardens inside the park along with the statues of martyrs.

The park was constructed as a memorial to honor the martyrs who lost their lives during the Jhapa Revolt. Their statues were placed at the center of the park, symbolizing their sacrifice and the struggle for freedom and democracy.

When we went last time they charged us 50/-nepali rupees/pp for entry ticket. Car and bike parking facility is available just opposite to the entrance gate with extra charge of parking. You can also visit tortoise breeding centre for free which is located inside the park premises. Snacks facility and toilet facility is provided inside the premise. You can also bring food from outside. They dont have objection. Evening show water fountain is special attraction for tourist.

Park entry:- Nrs 50 per Person
Children park:- Nrs 20 for 30min
Boating:- Nrs50 per person If you are in jhapa or near by and you want to be with nature must visit place one of the best park to visit we can see the water show here and also we can do boating. This place also have a beautiful flower Garden. And most recommended to visit with friends, family and with love of you life A small park with greenery where people visit for refreshment, and picnic in holidays. People are attracted by its sound environment with birds, animals ,suspension bridge, and small pond. A remote place near butabari staff chawk.. Transportation facility is not that good. Last time we went it took us 50/-nepali rupees/pp. If you go single they might charge you 150/-..Car and bike parking facility is available just opposite to the entrance gate. The place is very beautiful,and you can feel the calmness. Best place for all age group and as well as tiktokers. They will not be disturbed. Fooding facility and toilet facility is provided inside the premise. You can also bring food from outside. They dont have objection. Evening show:water fountain is special attraction for tourist. Small huts are made at one corner of the park for family gathering. Were groups of people can enjoy their meals. Try to keep the place neat and clean. Park staff are always alert and helpful when needed and also kind.
Children park. Ticket cost-20 nepali rupees/30min
Boating-50nepali rupees this is Amazing Place in Jhapa Salbari! Come Join Us On This Captivating Visual Journey As We Uncover The Beauty. Like a Forest View, Suspension Bridge,Lake View, Small Greenery Garden Much More her are you enjoy. And When I was walking in the middle of the forest, I was having a different feeling. You too can definitely enjoy this peace at Salbari Park. If you want to know completely then definitely watch my video on YouTube, Search Biplove Rai Vlogs

Bad Advantage - Less Maintain
Rating 5/4

Keep Travelling ,, Keep Exploringâ€™â€™ ðŸ‡³ðŸ‡µ","M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala",26.6751638,88.0130266,Charali- Sanischare Rd,Park
3569,Salhesh Temple,"Salhesh Temple, located in the remote Solukhumbu district of Nepal, is a sacred site for the indigenous Sherpa community. Dedicated to Salhesh, the local deity believed to protect the region and its people, the temple features intricate wood carvings and traditional architecture that reflect the rich cultural heritage of the Sherpas. Its annual festivals, such as the Salhesh Nakeypa, attract devotees from near and far, making it not only a spiritual center but also a symbol of unity and celebration for the community.","M646+V99, sairaahaa 56500, naepaala",26.6571922,86.2110011,sairaahaa,Temple
3570,Salik Chowk Park,"Salik Chowk Park, located in the heart of Karachi, Pakistan, is a significant urban green space known for its lush landscaping and modern design. This park stands out as a beacon of sustainability, featuring solar-powered lights, a rainwater harvesting system, and an array of native plants, promoting biodiversity and eco-consciousness in an otherwise bustling city. Salik Chowk Park not only provides a much-needed respite for locals and visitors but also serves as a shining example of how thoughtful urban planning can enhance quality of life and foster a deeper connection with nature.","M7WG+PVP, Kathmandu 44600, Nepal",27.6968398,85.2771942,Kathmandu,park
3571,"Salime Daha, Gulmi","Salime Daha is a beautiful village located in the Gulmi district of Nepal. It is known for its stunning landscapes, lush green forests, and the warm hospitality of the local community. The village is a perfect example of sustainable living, where traditional Nepali culture and modern amenities coexist in harmony. Salime Daha is also significant for its rich biodiversity, with several endangered species of flora and fauna found in the surrounding areas. The village offers a unique experience of Nepali rural life, making it a must-visit destination for nature lovers and cultural enthusiasts.","585V+C49, waamaiitakasaara 32600, naepaala",28.1585354,83.3428473,waamaiitakasaara,forest
