id,name,description,Description_Length
6419,wai. paii. paaraka,"wai. paii. paaraka is a well-known location, located at R7WV+F63 Sardu Khola, dharaana 56700, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",183
5210,jaajarakaota darabaara,"jaajarakaota darabaara is a well-known location, located at M6X2+H42, khalangagaa 21500, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",182
6016,sagaramaathaa aadhaara shaiwaira taraekainga,"sagaramaathaa aadhaara shaiwaira taraekainga is a well-known location, located at amaà¥ƒta maaraga, kaathamaadaauà¤ 44600, naepaala. It offers a variety of experiences for visitors.",182
5117,ghaodaakhaora chaauraii pharama,"ghaodaakhaora chaauraii pharama is a well-known location, located at 3MGQ+F5, pahaadaa 21400, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors.",182
5116,ghaodaaghaodaii taala,"ghaodaaghaodaii taala is a well-known location, located at ghaodaaghaodaii taala, 10900, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",182
6076,samaaiila phana paaraka,"samaaiila phana paaraka is a well-known location, located at JPQJ+W4R, lakhanapaura 57200, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",182
4002,Sristikarta church jaljale,"Sristikarta church jaljale is a well-known location, located at PWJM+QCJ, paisakara 45302, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",182
1883,Jugal Himal Trekking,"Jugal Himal Trekking is a well-known location, located at Thamel-26, kaathamaadaauà¤ 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",182
1566,Hatichahara,"A village or region that may be named after elephants (""hathi""). Hatichahara could be known for its natural beauty, wildlife, or local customs related to the surrounding environment.",182
4318,Tipling Gumba (taipalainga gaumabaa),"Tipling Gumba (taipalainga gaumabaa) is a well-known location, located at 54H4+6V3, 45100, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",182
6361,taumabaewaa gaauà¤paalaikaa,"taumabaewaa gaauà¤paalaikaa is a well-known location, located at XHRM+3V7, maauwaa 57400, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",182
2961,Noori Jamma Masjid,"Noori Jamma Masjid is a well-known location, located at PP4J+7X4, saisawaakataaiyaa 45700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",182
2885,Nepalgunj Gallery,"Nepalgunj Gallery is a well-known location, located at New Rd, naepaalaganyaja 21900, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",182
6333,talalao daungagaeshawara,"talalao daungagaeshawara is a well-known location, located at QHHJ+VGV, 21600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
6334,talalao dhaaraa,"talalao dhaaraa is a well-known location, located at 369R+929, raesaungagaa 32600, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",182
4193,Thabang Ground,"Thabang Ground is a well-known location, located at GP24+QPH, Unnamed Road, thawaanga 22100, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",182
6388,thauladhaungagaa,"thauladhaungagaa is a well-known location, located at madhaya pahaadaii raajamaaraga, 56300, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",182
4286,Tiger Chowok,"Tiger Chowok is a well-known location, located at 7H9X+7M2, Mahendra Path, baagalaunga 33300, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors.",182
4464,"Way to Indrabasti, Madi,Chitwan","Way to Indrabasti, Madi,Chitwan is a well-known location, located at C9MQ+9C, maadaii 44200, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",182
1775,Jame Masjid-Kosi R.M-02,"Jame Masjid-Kosi R.M-02 is a well-known location, located at pashachaima kaushaahaa 56713, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",182
1782,Jamia masjid Pokhariya,"Jamia masjid Pokhariya is a well-known location, located at 3QG7+HGM, paokharaiiyaa 44300, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",182
1793,Janakpur Old Rail,"Janakpur Old Rail is a well-known location, located at PWMQ+6MF, janakapaura 45600, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
4461,Water Fun Park,"Water Fun Park is a well-known location, located at MF5C+G5W, tailaotatamaa 32907, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",182
5592,mainaghat church,"mainaghat church is a well-known location, located at madhyabindu 13, maainaaghaata 33000, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",182
6328,tairauwaa waada ( daadaa),"tairauwaa waada ( daadaa) is a well-known location, located at G25W+45, chaaudhaaraii 10500, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",182
3891,Sildhunga park,"Sildhunga Park is a recreational area located in Dhankuta, a city in eastern Nepal. The park offers visitors a serene environment to relax and enjoy the natural beauty of the region.",182
4114,Syarpu Taal View Tower,"Syarpu Taal View Tower is a well-known location, located at MFRQ+P25, baanaphaiikaota 22000, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",182
1153,Doti,"Doti is a well-known location, located at Doti, daipaayala sailagadhaii 10800, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
2469,Majhitar,"A small town or village located in Nepal, known for its rural charm and agricultural lifestyle. Majhitar offers visitors a chance to experience the simplicity of rural life in Nepal.",182
6162,shaanatai chaauka,"shaanatai chaauka is a well-known location, located at M442+VHJ, bhaokaraahaa 56713, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",182
5017,dhaurakaota basatau,"dhaurakaota basatau is a well-known location, located at dhaurakaota basatau 32600, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
1162,Dristi,"Dristi is a well-known location, located at M28G+86F, manaanga gaawaisa 33500, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
4891,daadaa taola,"daadaa taola is a well-known location, located at JJ9V+9H8, uralaabaaraii à¥¯, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
3631,Santosh barai,"Santosh barai is a well-known location, located at V78G+5X7, jaimgadawaa baelawaichawaa 1, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",182
4902,daalaii khaoraiyaa kashaetara,"daalaii khaoraiyaa kashaetara is a well-known location, located at G92V+FJ2, baaphaukhaolaa, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",182
1079,Dharan Zero Point,"Dharan Zero Point is a well-known location, located at amara patha, dharaana 56700, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
4693,baogataana phaudasaila,"baogataana phaudasaila is a well-known location, located at baogataana phaudasaila, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
5480,lagana dabalaii,"lagana dabalaii is a well-known location, located at JH92+8P6, dhaulaikhaela 45200, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
3918,Sindhuli Baptist Church,"Sindhuli Baptist Church is a well-known location, located at 6WH9+3QM, kamalaamaaii 45900, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",182
5739,nawadauragaa dayah chhaeà¤,"nawadauragaa dayah chhaeà¤ is a well-known location, located at bhakatapaura 44800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",182
5444,khapatada chhaedaedaha,"khapatada chhaedaedaha is a well-known location, located at khapatada chhaedaedaha, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
6026,sahaida samaà¥ƒtai paaraka,"sahaida samaà¥ƒtai paaraka is a well-known location, located at 529X+JR3, bhaojapaura 57000, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",182
4400,Umakunda ground,"Umakunda ground is a well-known location, located at Unnamed Road, paraitaii 45400, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
5756,oma shaanatai paaraka,"oma shaanatai paaraka is a well-known location, located at M8HM+H6G, kaathamaadaauà¤ 44600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",182
1179,Dumraha Duhabi 10,"Dumraha Duhabi 10 is a well-known location, located at H7C2+8PM, saimaraiyaa 56707, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
5775,paatana samgarahaalaya,"paatana samgarahaalaya is a well-known location, located at M8FG+944, bhainadayao kawa - saauga: laà¤, lalaitapaura 44700, naepaala. It offers a variety of experiences for visitors.",182
3963,Sitganga Jadibuti uddhan,"Sitganga Jadibuti uddhan is a well-known location, located at RQRH+473, laalamataiyaa 22404, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",182
4045,Sundar Bazar Church,"Sundar Bazar Church is a well-known location, located at 4CH7+M2M, saunadarabajaara 33600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",182
5785,paaà¤chakhapana,"paaà¤chakhapana is a well-known location, located at paaà¤chakhapana, 56900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
5107,ghaeraabanaii chaautaarao,"ghaeraabanaii chaautaarao is a well-known location, located at Sundarharaincha-3, Gherabani, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",182
4569,anaupa raaii,"anaupa raaii is a well-known location, located at 53H2+5XV, bhaojapaura 57000, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
2964,Noori Masjid MRj.masudululoom,"Noori Masjid MRj.masudululoom is a well-known location, located at G46G+W2J, harainagaraa, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",182
6281,suryagadhi hill,"suryagadhi hill is a well-known location, located at X65H+P3, gaerakhau 44900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
5780,paauwaadaungamaa,"paauwaadaungamaa is a well-known location, located at paauwaadaungamaa, 57000, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
4807,chaarapaatae aala,"chaarapaatae aala is a well-known location, located at MQRH+F74, thaokarapaa 45314, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
3969,Sivalaye 8 bhojpur,"Sivalaye 8 bhojpur is a well-known location, located at 53F3+Q34, bhaojapaura 57000, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",182
4754,bhaeraii nagarapaalaikaa,"bhaeraii nagarapaalaikaa is a well-known location, located at M6W6+H68, khalangagaa 21500, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",182
5423,khaaraakao daila,"khaaraakao daila is a well-known location, located at 8HQ7+JV7, baenaii 33200, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
5733,narjamadap church,"narjamadap church is a well-known location, located at W7PP+CJP, naarajaamamdaà¤¼pa 44900, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",182
5749,nayaaà¤ manadaira,"nayaaà¤ manadaira is a well-known location, located at XQ9Q+M28, Fakphokthum 57300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",182
4710,baraenga bajaara,"baraenga bajaara is a well-known location, located at baraenga bajaara, 33300, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",182
5921,raamadhaunaii bhaasaii,"raamadhaunaii bhaasaii is a well-known location, located at raamadhaunaii bhaasaii, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",182
4842,chamlliya river muhan,"chamlliya river muhan is a well-known location, located at Darchula Apihimal 1,Nepal, 10100, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",182
4628,bachachhalaadaewaii manadaira,"bachachhalaadaewaii manadaira is a well-known location, located at 2XRW+R8X, 45100, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
4613,baaraâ€habaisae,"baaraâ€habaisae is a well-known location, located at baaraâ€habaisae 45302, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
6285,taalakaota,"taalakaota is a well-known location, located at 882M+R3P, Unnamed Road, paataraasaii 21200, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
6280,surma bhawani mandir,"surma bhawani mandir is a well-known location, located at QXQW+GF2, kaanadaa 10100, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
813,Chaurjahari Church,"Chaurjahari Church is a well-known location, located at J5PR+R9G, baijayashawaraii 22000, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
4266,Thorga chyurek,"Thorga chyurek is a well-known location, located at WCXM+F52, rauurauu 32600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
5283,jhaora jharanaa,"jhaora jharanaa is a well-known location, located at Q8XF+RM3, taokhaa 44600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
4617,baataulaechaaura characha,"baataulaechaaura characha is a well-known location, located at 7X7J+PCQ, paokharaa 33700, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
5886,phaikakala taakauraa,"phaikakala taakauraa is a well-known location, located at 57MG+3PW, khaolaagaauà¤ 45900, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",181
5393,kaupainadae daha,"kaupainadae daha is a well-known location, located at C375+V5W, kaubhainadaedaha 22200, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",181
5502,laohaarapatataii,"laohaarapatataii is a well-known location, located at laohaarapatataii 45700, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
2726,NARAN MANDIR,"NARAN MANDIR is a well-known location, located at Marg, madhayapaura thaimai 44600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
4832,chaishamkhaugadhaii,"chaishamkhaugadhaii is a well-known location, located at chaishamkhaugadhaii, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
5747,nayaaà¤ aashaa characha,"nayaaà¤ aashaa characha is a well-known location, located at QPGC+6PV, jaomasaoma 33100, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
5740,nawadauragaa gaawaisa,"nawadauragaa gaawaisa is a well-known location, located at nawadauragaa gaawaisa 10300, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",181
3983,Sona Mai Mandir,"Sona Mai Mandir is a well-known location, located at PR6J+FX, mahaotataraii 45700, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",181
1769,Jame Masjid Inarwari,"Jame Masjid Inarwari is a well-known location, located at V6JJ+GJ9 Bazar, Inarwari 44500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",181
3527,Sabha Pokhari Temple,"Sabha Pokhari Temple is a well-known location, located at 493V+P9, phaulaeka 56800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
1755,"Jama Masjid, Chanaura","Jama Masjid, Chanaura is a well-known location, located at GQW8+WH9, raajawairaaja 56400, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",181
1177,Dullu Museum,"Dullu Museum is a well-known location, located at VJF5+8CP, Unnamed Road, daulalau 21600, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",181
3707,Shahre madina jama masjid,"Shahre madina jama masjid is a well-known location, located at VF66+FPM, gaodaetaa 45800, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",181
4516,Yuma Fine Art Academy,"Yuma Fine Art Academy is a well-known location, located at R77H+J6M, dharaana 56700, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",181
3732,Shannikot Temple,"Shannikot Temple is a well-known location, located at 65H2+R56, saaà¤phaewagara 10700, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",181
5796,paipala raukha,"paipala raukha is a well-known location, located at WJ29+8FH, Unnamed Road, daulalau 21600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
5770,paasaiikaota shaiwa manadaira,"paasaiikaota shaiwa manadaira is a well-known location, located at Kathmandu 44600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
1747,Jama Masjid Dubarbona,"Jama Masjid Dubarbona is a well-known location, located at HF53+6Q, Laukaha, Bihar 56500, bhaarata. It is known for being a  mosque. It offers a variety of experiences for visitors.",181
4052,Sundarijal church,"Sundarijal church is a well-known location, located at PCV7+R2V, gaokaranaeshawara 44600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
1046,Dhami house â„¢,"Dhami house â„¢ is a well-known location, located at P776+CR7, naagaarajauna 44600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
1058,Dhanmatiya devi memorial,"Dhanmatiya devi memorial is a well-known location, located at W65Q+6W, inarauwaa 44500, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",181
4381,Tusha Hiti,"Tusha Hiti is a well-known location, located at saunadaraii chaoka, lalaitapaura 44700, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",181
4003,St. Anneâ€™s Catholic Church,"St. Anneâ€™s Catholic Church is a well-known location, located at 6XFM+9P5, ganaeshamaana saimha maaraga, paokharaa 33700, naepaala. It offers a variety of experiences for visitors.",181
2933,Nijgadh Christian church,"Nijgadh Christian church is a well-known location, located at 55JQ+CH7, naijagadha 44401, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
5334,kaeraa baaraii,"kaeraa baaraii is a well-known location, located at gaauà¤paalaikaa à¥¬ jaokaahaii, 10900, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
2937,Nikesh Kumar Sahany,"Nikesh Kumar Sahany is a well-known location, located at PP4M+R49, saisawaakataaiyaa 45700, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",181
773,Chandeshowori Thousand steps,"Chandeshowori Thousand steps is a well-known location, located at JGMM+QMR, banaepaa 45210, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",181
6329,taitaii taala,"taitaii taala is a well-known location, located at MJ39+4J2, kauà¤jao 33100, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
4787,bhauumaikaasathaana,"bhauumaikaasathaana is a well-known location, located at bhauumaikaasathaana, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
4350,Tribeni Trek,"Tribeni Trek is a well-known location, located at Khusibu Sadak 16, kaathamaadaauà¤ 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",181
4347,Tribeni Arts Devighat,"Tribeni Arts Devighat is a well-known location, located at V455+FQF, baidaura 44900, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",181
3798,Shivraj 6 Birpur kapilvastu,"Shivraj 6 Birpur kapilvastu is a well-known location, located at shaiwaraaja 32800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
5024,edabhaenachara taraekasa naepaala paraa lai,"edabhaenachara taraekasa naepaala paraa lai is a well-known location, located at thamaela maaraga, kaathamaadaauà¤ 44600, naepaala. It offers a variety of experiences for visitors.",181
3553,Sailung Mangau,"Sailung Mangau is a well-known location, located at H2F2+W3R, shaailaungaeshawaora 45500, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
5715,naipapanai characha,"naipapanai characha is a well-known location, located at JGH2+2V9, rataâ€nanagara 44204, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
3639,Sarah's art,"Sarah's art is a well-known location, located at Changathali Rd, lalaitapaura 44700, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",181
5635,masajaida ra daragaaha,"masajaida ra daragaaha is a well-known location, located at W9F7+PJ2, dharamapaura 44500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",181
1089,Dhaulagiri Base Camp Trek,"Dhaulagiri Base Camp Trek is a well-known location, located at MFXQ+92Q, maudaii 33200, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",181
4115,Syaubari Picnic Spot,"Syaubari Picnic Spot is a well-known location, located at 2687+89F, laharaepaauwaa 45000, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",181
5637,masatayapaokharaii,"masatayapaokharaii is a well-known location, located at F7P5+6V6, matasayapaokharaii 56900, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
5640,masjid bankatti.,"masjid bankatti. is a well-known location, located at HMH7+GQ4 Bankatti, saunawala 33007, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",181
5615,manakaamanaa manadaira,"manakaamanaa manadaira is a well-known location, located at WH3M+MJM, manakaamanaa, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
2461,Maisthan Mandir,"A Hindu temple dedicated to local deities, located in Maisthan. The temple is a site of worship for Hindus, offering a place for prayer, religious rituals, and community gatherings.",181
5004,dhaorapaatana shaikaara aarakasha,"dhaorapaatana shaikaara aarakasha is a well-known location, located at 22000, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
3552,Sahpur chauk,"Sahpur chauk is a well-known location, located at WMJ8+PF, dhanakaaula pachhawaaraii 45800, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
4476,Windhorse Gallery,"Windhorse Gallery is a well-known location, located at M8G6+WGH, lalaitapaura 44600, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",181
4027,Sudan Arts&Photo,"Sudan Arts&Photo is a well-known location, located at 49H3+MPG, parashauraama 10300, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",181
2456,Maidan Sataun,"A local area in Nepal, known for its historical and cultural significance. Maidan Sataun is often visited by locals for cultural events, social gatherings, and community activities.",181
5895,phaulaungagaii daobhaana,"phaulaungagaii daobhaana is a well-known location, located at RQHH+HM, daanaabaaraii 57300, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",181
5917,raama manadaira,"raama manadaira is a well-known location, located at 2728+PVR, saramathalaii 45000, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
4959,daomaukhaa paaraka,"daomaukhaa paaraka is a well-known location, located at MVMH+8FW, shaiwasataakashaii 57300, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
3654,Sashi Art Gallery,"Sashi Art Gallery is a well-known location, located at baetaraawataii bajaara 44900, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",181
5541,madainaa jaamaa masajaida,"madainaa jaamaa masajaida is a well-known location, located at MV2V+XHW, kanakaaii 57200, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",181
4951,damgaalaii chaoka,"damgaalaii chaoka is a well-known location, located at PPW2+GM, daaà¤daa paraajaula 21600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
4454,Walnut tree in Chhapru Village,"Walnut tree in Chhapru Village is a well-known location, located at G3PF+3CH, raaraa 21100, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",181
5601,malala akawaaraiyama,"malala akawaaraiyama is a well-known location, located at M88H+QVR, lalaitapaura 44700, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",181
2676,Mount Moriah House of Prayer,"Mount Moriah House of Prayer is a well-known location, located at 2XJG+M75, maawau 57300, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
1105,Dhorsing Picnic Spot,"Dhorsing Picnic Spot is a well-known location, located at G4Q4+6QP, bhaimaphaedaii 44100, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",181
5980,saaipaala haimaala,"saaipaala haimaala is a well-known location, located at saaipaala haimaala, mauchauu 10500, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",181
1007,"Deurali Gadi, Chyama","Deurali Gadi, Chyama is a well-known location, located at G4JG+M6, chayaamaa 45500, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",181
4317,"Tipeni, Melamchi","Tipeni, Melamchi is a well-known location, located at VH7V+MW4, maelamachaii, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
5276,jayapaà¥ƒthawaii,"jayapaà¥ƒthawaii is a well-known location, located at jayapaà¥ƒthawaii 10500, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",181
4597,baajauraa maaratadaii,"baajauraa maaratadaii is a well-known location, located at CCCH+25J, badaiimaalaikaa 10600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",181
2891,Nepali Isai Mandali Church,"Nepali Isai Mandali Church is a well-known location, located at R6JR+XC2, kakanaii 44900, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",181
4297,Tilakpur fun park,"Tilakpur fun park is a well-known location, located at HP6M+4CM, saraawala 33007, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",181
4246,The Trek Nepal,"The Trek Nepal is a well-known location, located at Tarkeshwor - 5, kaathamaadaauà¤ 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",181
5211,jaajarakaota khalamgaa,"jaajarakaota khalamgaa is a well-known location, located at M5XV+CGP, khalangagaa 21500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",180
6373,thaapaadhaaraâ€o,"thaapaadhaaraâ€o is a well-known location, located at QV83+R7H, maamkhaa 45302, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",180
2794,Narayansthan park,"Narayansthan park is a well-known location, located at 6M58+R64, naaraayanasathaana 33300, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
5128,haatataii chaoka,"haatataii chaoka is a well-known location, located at HFJV+HPM, rataâ€nanagara 44204, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",180
2830,Nawalparasi east,"Nawalparasi east is a well-known location, located at M345+VJC, daeuraalaii 33000, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
5278,jhaaemga gauphaa,"jhaaemga gauphaa is a well-known location, located at 638H+QW7, chhaosaera 33100, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",180
5998,saaà¤ghau paakhaa,"saaà¤ghau paakhaa is a well-known location, located at J8CV+468, jharauwaaraashaii 44700, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
5177,home of Santosh Mahara,"home of Santosh Mahara is a well-known location, located at HJ9Q+P8, baijayapaura 10200, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",180
5347,kalawadaii kauwaa,"kalawadaii kauwaa is a well-known location, located at 2FPX+HRJ, paalaungataara, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",180
4356,Tripathi Kulayen Mandir,"Tripathi Kulayen Mandir is a well-known location, located at Hemja 6 Kaski, 33700, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
4689,banagaada kaupainadae,"banagaada kaupainadae is a well-known location, located at banagaada kaupainadae, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",180
5545,madanaii masajaida,"madanaii masajaida is a well-known location, located at 2JH2+3JP, naepaalaganyaja 21900, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",180
2701,Mundum Trail Starting Point,"Mundum Trail Starting Point is a well-known location, located at 5WXH+RC8, Chakhewa 57000, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",180
1115,Dhurbe dado,"Dhurbe dado is a well-known location, located at MJ54+QHV, paaà¤chakhaala 45212, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",180
2648,Mithila Art Center,"Mithila Art Center is a well-known location, located at madhayapaura thaimai 44800, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",180
5979,saaipaala aadhaara shaiwaira,"saaipaala aadhaara shaiwaira is a well-known location, located at RGQ3+JF, kaanadaa 10500, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",180
3951,Sishni Satyawati Gaupalika,"Sishni Satyawati Gaupalika is a well-known location, located at 2F89+GCC, laimaghaa 32600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
4870,chayaamachae jharanaa,"chayaamachae jharanaa is a well-known location, located at C9MV+MWR, dhaaraapaanaii 33600, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",180
5703,naepaalaii jaamae masajaiida,"naepaalaii jaamae masajaiida is a well-known location, located at Jame Market, darawaara maaraga, kaathamaadaauà¤ 44600, naepaala. It offers a variety of experiences for visitors.",180
